,Actor Names,Actor Counts
3858,Dylan Walsh,4
3859,Penn Badgley,2
3860,Meredith Droeger,1
3861,Denzel Whitaker,2
3862,Zena Grey,3
3863,James Paradise,1
3864,Anne Bellamy,1
3865,Dominic Monaghan,3
3866,Luci Christian,1
3867,David Matranga,1
3868,Justin Doran,1
3869,David Wald,1
3870,Zoe Lister-Jones,1
3871,Hamish Linklater,1
3872,Jason Antoon,1
3873,Killian Coyle,1
3874,Stuart Graham,2
3875,Michael Hough,1
3876,Richard Coyle,4
3877,Cierra Ramirez,1
3878,Diora Baird,4
3879,James Frain,5
3880,Elisabeth Röhm,1
3881,Catherine Parker,1
3882,Courtney Bell,1
3883,Dave Levine,1
3884,Justin Gordon,1
3885,James Howson,1
3886,Solomon Glave,1
3887,Paul Hilton,1
3888,Shannon Beer,1
3889,Jeff Fahey,6
3890,Rachel Hendrix,1
3891,Jason Burkey,1
3892,John Schneider,2
3893,Jennifer Price,1
3894,Pasha Ebrahimi,1
3895,Robb Wells,4
3896,Brian Downey,1
3897,Alec Newman,2
3898,Kate Magowan,2
3899,Timothy Gibbs,1
3900,Wendy Glenn,1
3901,Benjamin Cook,1
3902,Rupert Friend,5
3903,Jonathan LaPaglia,1
3904,Ginny Weirick,2
3905,Reece Thompson,2
3906,Erika Christensen,6
3907,Jesse Metcalfe,5
3908,Bill Lippincott,1
3909,Chace Crawford,3
3910,Philip Ettinger,1
3911,Esti Ginzburg,1
3912,Sasha Grey,1
3913,Chris Santos,1
3914,Philip Eytan,1
3915,Colby Trane,1
3916,Benjamin Hollingsworth,1
3917,Larry David,1
3918,Adam Brooks,1
3919,Lyle Kanouse,1
3920,Alexandria M. Salling,1
3921,Connor Kramme,1
3922,Eileen Ryan,2
3923,Lucy DeVito,1
3924,Kent Jude Bernard,1
3925,Amelia Campbell,1
3926,Shane West,3
3927,Siobhan Finneran,2
3928,Alfie Owen,1
3929,Sadie Goldstein,1
3930,Charlotte Ayanna,2
3931,Jon Huertas,3
3932,Heather Simms,1
3933,Brea Frazier,1
3934,Paul Wesley,3
3935,Gloria Votsis,1
3936,Torrey DeVitto,1
3937,Jenna Jameson,1
3938,Roxy Saint,1
3939,Penny Vital,1
3940,Danny Dyer,8
3941,Sean Harris,2
3942,Dwaine Stevenson,1
3943,Samantha Noble,1
3944,Michael Piccirilli,1
3945,Noah Segan,1
3946,Candice King,1
3947,Eric Podnar,1
3948,Joel David Moore,4
3949,Christine Lakin,1
3950,Johann Urb,2
3951,Ben Cross,4
3952,Eli Danker,1
3953,Adam Chubbuck,1
3954,James Bullard,1
3955,Seth Gray,1
3956,Eddie Daniels,1
3957,Trevor Jack Brooks,1
3958,Lorelei Linklater,1
3959,Wiley Wiggins,1
3960,Glover Gill,1
3961,Alex Frost,1
3962,Eric Deulen,1
3963,John Robinson,2
3964,Elias McConnell,1
3965,Paul Benjamin,4
3966,Jase Blankfort,1
3967,Paula Garcés,5
3968,Paul Greco,2
3969,Steve Shill,1
3970,Estelle Harris,1
3971,Mark Phelan,1
3972,Virginia Paris,1
3973,Peter MacNicol,7
3974,Rita Karin,1
3975,Karen Lynn Gorney,1
3976,Barry Miller,4
3977,Joseph Cali,2
3978,Jordon Hodges,1
3979,Anne Winters,1
3980,Randy Spence,1
3981,Saxon Trainor,1
3982,Alejandro Jodorowsky,1
3983,Horacio Salinas,1
3984,Zamira Saunders,1
3985,Juan Ferrara,1
3986,Chief Dan George,1
3987,Sondra Locke,6
3988,Michael Ontkean,6
3989,Jennifer Warren,2
3990,Jack Nance,5
3991,Charlotte Stewart,1
3992,Allen Joseph,1
3993,George C. Scott,10
3994,Jane Alexander,9
3995,Justin Henry,2
3996,Annette O'Toole,4
3997,Frank McRae,6
3998,Freddie Jones,6
3999,David Huffman,2
4000,Warren Clarke,1
4001,Keith Gordon,6
4002,John Stockwell,4
4003,Alexandra Paul,3
4004,Sonja Smits,1
4005,Debbie Harry,3
4006,Peter Dvorsky,1
4007,Gedde Watanabe,1
4008,George Wendt,5
4009,Ed Gale,1
4010,Pat Morita,9
4011,Pat E. Johnson,1
4012,Bruce Malmuth,1
4013,Estelle Getty,2
4014,Billy Barty,1
4015,Swoosie Kurtz,8
4016,Evan C. Kim,1
4017,Anton Rodgers,1
4018,Stephanie Faracy,1
4019,Chloe Webb,4
4020,Bruce Dern,19
4021,Rick Ducommun,1
4022,William Baldwin,7
4023,Tristan Rogers,1
4024,John Glover,6
4025,Mario Machado,2
4026,Leeza Gibbons,1
4027,John Ingle,1
4028,Julie Hagerty,7
4029,Duane Martin,3
4030,Tupac Shakur,6
4031,David Bailey,1
4032,Kathryn Erbe,2
4033,Michael Tucker,4
4034,Jan Rubes,3
4035,Annie Corley,2
4036,Victor Slezak,1
4037,Bill Farmer,1
4038,Jason Marsden,1
4039,Kellie Martin,4
4040,Takeshi Kitano,4
4041,Liesel Matthews,1
4042,Eleanor Bron,3
4043,Don Harvey,4
4044,Jeep Swenson,1
4045,William Sanderson,1
4046,Anita Mui,2
4047,Françoise Yip,2
4048,Bill Tung,2
4049,Don Johnson,12
4050,John Mills,2
4051,Cylk Cozart,1
4052,Margaret Colin,5
4053,Richard Roundtree,3
4054,Ray Allen,1
4055,Trey Parker,4
4056,Matt Stone,3
4057,Dian Bachar,3
4058,Yasmine Bleeth,2
4059,Ellen Barkin,19
4060,Suzanne Krull,1
4061,Nick Cassavetes,2
4062,Zachary David Cope,1
4063,Illeana Douglas,3
4064,Glenndon Chatman,2
4065,Jess Willard,1
4066,Chris Warren,1
4067,Russell Wong,4
4068,Brandon Merrill,1
4069,Stuart Wilson,5
4070,Augie Davis,1
4071,Marsha Thomason,2
4072,Jessica Bowman,1
4073,Jason Bonham,1
4074,Matthew Davis,8
4075,Sanoe Lake,1
4076,Kim Staunton,1
4077,Francesca Neri,1
4078,Ben Chaplin,6
4079,Daniel Studi,1
4080,Chopper Bernet,1
4081,Lillian Adams,1
4082,Herbert W. Ankrom,1
4083,Bryan Anthony,1
4084,Debi Mazar,4
4085,Christian Kane,2
4086,Romeo Miller,1
4087,Joy Bryant,8
4088,Diego Luna,5
4089,Romola Garai,8
4090,John Slattery,2
4091,Christopher Kovaleski,1
4092,Matthew Pleszewicz,1
4093,Isabelle Huppert,6
4094,Lily Tomlin,8
4095,Luke Mably,1
4096,Matthew Price,1
4097,Andrew Hampton,1
4098,Jarred Rumbold,1
4099,Carl Snell,1
4100,Mike Ditka,1
4101,Kate Walsh,2
4102,Richard Burgi,1
4103,Stan Collymore,1
4104,Andy Dick,3
4105,Leonardo Guerra,1
4106,Tony Plana,1
4107,Miriam Colon,2
4108,Kuno Becker,2
4109,Predrag Bjelac,1
4110,Carlo Sabatini,1
4111,Bohumil Svarc,1
4112,Yaya DaCosta,2
4113,Taylor Handley,1
4114,Lee Meriwether,1
4115,George Lee,1
4116,Michelle Trachtenberg,4
4117,Chaka Forman,1
4118,Aishwarya Rai Bachchan,3
4119,David Morrissey,3
4120,Geraldine Brophy,1
4121,Eddie Campbell,1
4122,Ana Claudia Talancón,2
4123,Ray Wise,8
4124,Manolo Cardona,2
4125,José María Yazpik,2
4126,Andrew Caldwell,1
4127,Andree Moss,1
4128,Carolyn Moss,1
4129,Jessica Stroup,1
4130,Max Martini,4
4131,Matt Cable,1
4132,Joshua Jackson,6
4133,Megumi Okina,1
4134,David Denman,2
4135,Carter Jenkins,2
4136,Austin Butler,2
4137,Ashley Boettcher,1
4138,Amaury Nolasco,1
4139,Janet Jackson,4
4140,James Pickens Jr.,1
4141,Laz Alonso,2
4142,Doris Roberts,3
4143,Jack Plotnick,2
4144,Eric Judor,1
4145,Steve Little,1
4146,Domhnall Gleeson,2
4147,Lydia Wilson,1
4148,Lea Michele,1
4149,Charlie Booty,1
4150,Lily James,3
4151,Eloise Laurence,1
4152,Rosemarie DeWitt,2
4153,India Ennenga,1
4154,Rick Skene,1
4155,Bronson Webb,2
4156,Agyness Deyn,1
4157,Cung Le,1
4158,Johnny Holmes,1
4159,Til Schweiger,4
4160,Rob Steinberg,1
4161,Craig Fairbrass,5
4162,Gina Philips,2
4163,Geoff Stults,1
4164,Mark Kassen,1
4165,Marshall Bell,4
4166,Lucas Pittaway,1
4167,Bob Adriaens,1
4168,Louise Harris,1
4169,Frank Cwiertniak,1
4170,Jane Seymour,8
4171,Gee Alexander,1
4172,Gerry Bednob,2
4173,Aaron Benjamin,1
4174,Ariana Berlin,1
4175,Bel Deliá,1
4176,Andy Rodoreda,2
4177,Steve Davis,1
4178,Luke Arnold,1
4179,Amber Perkins,1
4180,Rachel Quinn,1
4181,Dean Waite,1
4182,Jael Elizabeth Steinmeyer,1
4183,Jake Sandvig,2
4184,David Atrakchi,1
4185,Michael Shanks,2
4186,Eric Jay Beck,1
4187,April Matson,1
4188,Akeem Smith,1
4189,Greg Cipes,1
4190,Ivan Kaye,1
4191,Valentin Teodosiu,1
4192,Gary Schwartz,1
4193,José Gandara,1
4194,Gretchen Lodge,1
4195,Alexandra Holden,3
4196,Field Blauvelt,1
4197,Koby Rouviere,1
4198,Sydney Rouviere,1
4199,Gackt,1
4200,Tyrees Allen,1
4201,Cooper Barnes,1
4202,Jude Akuwudike,2
4203,Reeve Carney,2
4204,Patrick John Flueger,1
4205,Warren Kole,2
4206,Steve Howey,2
4207,Desi Lydic,1
4208,Liezl Carstens,1
4209,Johnnie Hector,1
4210,Joseph McKenna,1
4211,Wynn Everett,1
4212,Patricia B. Till,1
4213,Laura Vandervoort,1
4214,Donnelly Rhodes,1
4215,Jesse McCartney,3
4216,Jane Horrocks,4
4217,Martin Compston,3
4218,Eddie Marsan,5
4219,Brendan Fletcher,5
4220,Shaun Sipos,1
4221,Dan Mailley,1
4222,Connie Britton,3
4223,Abraham Benrubi,7
4224,Todd Schroeder,1
4225,Laura de Carteret,1
4226,Amy Lalonde,1
4227,Martin Roach,1
4228,Ryan Cartwright,1
4229,Christopher Egan,2
4230,Craig Parkinson,2
4231,Ryan Kelley,2
4232,Trevor Morgan,3
4233,Patrick Fugit,2
4234,Haaz Sleiman,1
4235,Danai Gurira,2
4236,Hiam Abbass,2
4237,Aaron Abrams,1
4238,Carly Pope,1
4239,Kristin Booth,3
4240,Josh Dean,1
4241,Romain Duris,2
4242,Pascale Bussières,2
4243,Jane Krakowski,6
4244,Sarah Chalke,1
4245,Owen Kline,1
4246,Elliott Gould,8
4247,Karolina Gruszka,1
4248,Tim DeKay,1
4249,Stephanie Leonidas,2
4250,Jason Barry,2
4251,Rob Brydon,3
4252,Gordana Vukres,1
4253,Joseph Fiennes,10
4254,Björk,1
4255,Catherine Deneuve,8
4256,Peter Meadows,1
4257,Kris Eivers,1
4258,Kim Marriner,1
4259,Jane Adams,2
4260,Katrin Cartlidge,2
4261,Rebel Penfold-Russell,1
4262,John Lynch,6
4263,Lynn Redgrave,7
4264,Rachael Leigh Cook,13
4265,Robyn Lynne Raab,1
4266,Michael Dean Jacobs,1
4267,Zane Cassidy,1
4268,Richard Bohringer,1
4269,Derek de Lint,1
4270,Dan Hedaya,8
4271,M. Emmet Walsh,6
4272,Nastassja Kinski,17
4273,Dean Stockwell,4
4274,Aurore Clément,1
4275,Isabelle Adjani,7
4276,Margit Carstensen,4
4277,Heinz Bennent,2
4278,Nell Schofield,1
4279,Jad Capelja,1
4280,Jeffrey Rhoe,1
4281,Tony Hughes,1
4282,Camille Keaton,1
4283,Eron Tabor,1
4284,Richard Pace,1
4285,Anthony Nichols,1
4286,Yvonne Strahovski,2
4287,N/A,33
4288,John Wayne,6
4289,Katharine Hepburn,6
4290,Anthony Zerbe,4
4291,Helen Reddy,1
4292,Jim Dale,3
4293,Red Buttons,5
4294,Diana Ross,2
4295,Michael Jackson,3
4296,Nipsey Russell,2
4297,Ted Ross,1
4298,Murray Hamilton,3
4299,Joseph Mascolo,1
4300,Peter Sellers,6
4301,Melvyn Douglas,5
4302,Jack Warden,15
4303,Tawny Kitaen,3
4304,Adrian Zmed,1
4305,George Grizzard,3
4306,Grant Bardsley,1
4307,Susan Sheridan,1
4308,Don Ameche,4
4309,Hume Cronyn,4
4310,William Ragsdale,3
4311,Amanda Bearse,1
4312,Roddy McDowall,13
4313,Clu Gulager,4
4314,James Karen,3
4315,Don Calfa,1
4316,Thom Mathews,2
4317,Nicol Williamson,4
4318,Jean Marsh,3
4319,James Hampton,2
4320,Susan Ursitti,1
4321,Jerry Levine,2
4322,Shelley Long,7
4323,Alexander Godunov,1
4324,Maureen Stapleton,7
4325,Amanda Peterson,2
4326,Courtney Gains,1
4327,Tina Caspary,2
4328,Margaret Langrick,1
4329,Joshua Rudoy,1
4330,Paul Shenar,2
4331,Charles Grodin,16
4332,John Ashton,5
4333,Joan Severance,2
4334,Jack Palance,7
4335,Mare Winningham,8
4336,Harley Jane Kozak,6
4337,Warren Beatty,10
4338,Michael Donovan O'Donnell,1
4339,Jim Wilkey,1
4340,Zach Galligan,4
4341,Basil Wallace,1
4342,Tom Wright,1
4343,Tate Donovan,5
4344,D.B. Sweeney,7
4345,Mai Zetterling,2
4346,Jasen Fisher,1
4347,Bruno Kirby,7
4348,Patricia Wettig,2
4349,Dean Jones,5
4350,Nicholle Tom,2
4351,Robin Givens,2
4352,David Alan Grier,7
4353,Kristy Swanson,10
4354,Pauly Shore,4
4355,Megan Ward,4
4356,Polly Walker,5
4357,Dana Carvey,6
4358,Brenda Fricker,6
4359,Tony Danza,2
4360,Tom Hulce,5
4361,O.J. Simpson,5
4362,Christopher Daniel Barnes,2
4363,Anatoli Davydov,1
4364,Karan Ashley,1
4365,Johnny Yong Bosch,1
4366,Steve Cardenas,2
4367,Jason David Frank,1
4368,Eric Bogosian,2
4369,Everett McGill,5
4370,Greta Scacchi,10
4371,Brian Kerwin,7
4372,Larry Miller,6
4373,Brawley Nolte,1
4374,John C. McGinley,11
4375,Giancarlo Esposito,7
4376,David Suchet,3
4377,Jacqueline Obradors,3
4378,John Neville,2
4379,Brandy Norwood,3
4380,Joseph Mazzello,4
4381,Brent Briscoe,2
4382,Jason Scott Lee,5
4383,Rebecca Gayheart,2
4384,Michael Rosenbaum,4
4385,Daniel Baldwin,5
4386,Sheryl Lee,4
4387,Thomas Ian Griffith,3
4388,Madeleine Stowe,16
4389,Kip Pardue,5
4390,Stacy Edwards,4
4391,Hal Holbrook,7
4392,Andrew Keegan,1
4393,Flex Alexander,1
4394,Caroline Dhavernas,4
4395,David Eigenberg,1
4396,Bob Tracey,1
4397,Ron Emanuel,1
4398,Jonathan Jackson,3
4399,Peter Falk,9
4400,Tim Daly,5
4401,Karel Roden,3
4402,Scott Terra,2
4403,Adam Lamberg,1
4404,Hallie Todd,1
4405,Nathaniel Parker,7
4406,Betty Aberlin,1
4407,Matt McFarland,1
4408,Sarah Stafford,1
4409,Paulie Litt,1
4410,Henry Simmons,1
4411,Jennifer Esposito,4
4412,Angelica Mandy,1
4413,Roger Lloyd Pack,1
4414,Ruth Sheen,3
4415,Aleisha Allen,2
4416,Philip Bolden,1
4417,Portia de Rossi,2
4418,Mya,1
4419,Kristina Anapau,1
4420,Judith Scott,1
4421,Christina Milian,2
4422,DeRay Davis,1
4423,Paul Ritter,1
4424,Stanley Townsend,1
4425,Barney Clark,1
4426,Jeremy Swift,1
4427,Heather Locklear,5
4428,Chris Noth,1
4429,Armin Rohde,1
4430,Heike Makatsch,1
4431,Jemima Rooper,2
4432,Gemmenne de la Peña,1
4433,Macka Foley,1
4434,Jim Parrack,1
4435,Frank Welker,2
4436,Shane Baumel,1
4437,Timyra-Joi Beatty,1
4438,Tony Jaa,2
4439,Petchtai Wongkamlao,2
4440,Bongkoj Khongmalai,1
4441,Xing Jin,1
4442,Martin Donovan,7
4443,Lauren Cohan,1
4444,Daniel Percival,1
4445,Glen Barry,1
4446,Logan Browning,1
4447,Janel Parrish,2
4448,Nathalia Ramos,1
4449,Skyler Shaye,2
4450,Sophia Bush,4
4451,Zachary Knighton,1
4452,Ted Ludzik,1
4453,Zach Mills,1
4454,Craig Gellis,1
4455,Rich Cooper,1
4456,William Black,1
4457,Jimmy Carter,2
4458,Elijah Cummings,1
4459,Baron Hill,1
4460,Alex Al,1
4461,Alexandra Apjarova,1
4462,Nick Bass,1
4463,Katt Williams,2
4464,Shad Moss,4
4465,Katy Perry,1
4466,Adam Marcello,1
4467,Casey Hooper,1
4468,Patrick Matera,1
4469,Grigoriy Dobrygin,1
4470,Homayoun Ershadi,1
4471,Mehdi Dehbi,2
4472,Richard Dillane,1
4473,Peter Brooke,1
4474,Matt Kane,1
4475,Natasha Loring,1
4476,Claudia Bassols,1
4477,Andrew Bicknell,1
4478,Olivier Martinez,3
4479,Sizwe Msutu,1
4480,Mark Elderkin,1
4481,Falk Hentschel,1
4482,Sofia Boutella,2
4483,George Sampson,1
4484,Stephanie Nguyen,1
4485,Wiz Khalifa,1
4486,Teairra Mari,1
4487,Elika Portnoy,1
4488,Markus Waldow,2
4489,Jirantanin Pitakporntrakul,1
4490,Pollyanna McIntosh,1
4491,Brandon Gerald Fuller,1
4492,Lauren Ashley Carter,1
4493,Chris Krzykowski,1
4494,Tom Cullen,1
4495,Chris New,1
4496,Jonathan Race,1
4497,Laura Freeman,1
4498,Laura Brent,1
4499,Kris Marshall,1
4500,Kevin Bishop,3
4501,Rachelle Lefevre,1
4502,Stephen Moyer,2
4503,Ed Quinn,1
4504,Aksel Hennie,3
4505,Izabella Miko,2
4506,Christian McKay,2
4507,Eddie 'Piolin' Sotelo,1
4508,Joaquín Cosio,1
4509,José Julián,1
4510,Tony Oller,1
4511,Stephen Ford,1
4512,Rohan Nichol,1
4513,Luke Ford,3
4514,Lena Dunham,1
4515,Laurie Simmons,1
4516,Grace Dunham,1
4517,Rachel Howe,1
4518,Richard de Klerk,1
4519,Alexia Fast,3
4520,Macha Grenon,1
4521,Paul Gross,4
4522,Atom Egoyan,1
4523,Hanne Steen,1
4524,Laura Donnelly,1
4525,Jonathan Readwin,1
4526,Scott Cohen,2
4527,David Anders,1
4528,Chris Wylde,1
4529,Louise Griffiths,1
4530,Jacy King,1
4531,Déborah François,1
4532,Fernando Tielve,2
4533,Michiel Huisman,2
4534,Iddo Goldberg,1
4535,María Valverde,1
4536,Imogen Poots,3
4537,Tsuyoshi Ihara,2
4538,Mika Hijii,1
4539,Todd Jensen,1
4540,Cody Linley,1
4541,Micah Alberti,2
4542,Brie Gabrielle,1
4543,Jeremy Madrona,1
4544,Jae Mamuyac,1
4545,David Kaye,1
4546,Jan Skorzewski,1
4547,Kevin Tyell,1
4548,Andy Parkin,1
4549,Norah Jones,1
4550,Chad R. Davis,1
4551,Katya Blumenberg,1
4552,Eugene Hutz,1
4553,Jonathan Safran Foer,1
4554,Jana Hrabetova,1
4555,Hal B. Klein,1
4556,Jean-Michel Richaud,1
4557,Michael Weston,2
4558,Alyssa Milano,5
4559,Kathryn Alexander,1
4560,Teodorina Bello,1
4561,Kate Blumberg,1
4562,Lisa Houle,1
4563,Georgina Reilly,1
4564,Hrant Alianak,1
4565,Jim Dunk,1
4566,Robert Bathurst,1
4567,Geoff Bell,2
4568,Christopher Fulford,2
4569,Lisa Ray,3
4570,Sheetal Sheth,2
4571,Antonia Frering,1
4572,Dalip Tahil,1
4573,Patrick J. Adams,1
4574,Denise Boutte,1
4575,Brian Burt,1
4576,Eddie Cahill,1
4577,T.J. Thyne,1
4578,Daniel Brocklebank,1
4579,Laurence Fox,3
4580,Ludivine Sagnier,3
4581,Jean-Marie Lamour,1
4582,Pruitt Taylor Vince,3
4583,Bill Nunn,4
4584,Ned Dowd,1
4585,Shea Fowler,1
4586,Michael McGlone,1
4587,Maxine Bahns,2
4588,John P. Ryan,5
4589,Daniel Pollock,1
4590,Alex Scott,2
4591,Lesley Sharp,3
4592,Greg Cruttwell,2
4593,Kathy Larson,1
4594,David Milford,1
4595,James Russo,3
4596,William Richert,1
4597,Bruno Lawrence,3
4598,Alison Routledge,1
4599,Pete Smith,1
4600,Anzac Wallace,2
4601,Sonny Bono,2
4602,Ruth Brown,1
4603,Divine,3
4604,Mary Tyler Moore,3
4605,Judd Hirsch,5
4606,Marius Weyers,1
4607,Sandra Prinsloo,1
4608,N!xau,1
4609,Louw Verwey,1
4610,Cassi Thomson,3
4611,Nicky Whelan,1
4612,David Harbour,1
4613,Jake T. Austin,4
4614,Carlinhos Brown,1
4615,Kristin Chenoweth,4
4616,Tamela D'Amico,1
4617,Tommy Phillips,1
4618,Adrienne Arno,1
4619,Ryan O'Neal,10
4620,Tatum O'Neal,5
4621,John Hillerman,2
4622,Verna Bloom,3
4623,Marianna Hill,3
4624,Alec Cawthorne,1
4625,John Matthews,1
4626,Scott Baio,3
4627,Florence Garland,1
4628,John Cassisi,1
4629,Jessica Harper,7
4630,Stefania Casini,1
4631,Flavio Bucci,1
4632,Miguel Bosé,1
4633,Jerry Nelson,8
4634,Richard Hunt,6
4635,Treat Williams,9
4636,Annie Golden,3
4637,Danny Pintauro,1
4638,Daniel Hugh Kelly,1
4639,Christopher Stone,2
4640,Mark Patton,1
4641,Kim Myers,1
4642,Robert Rusler,4
4643,Chuck Norris,18
4644,Lee Marvin,10
4645,Martin Balsam,13
4646,Joey Bishop,2
4647,Norman Alden,1
4648,Jack Angel,2
4649,Michael Bell,4
4650,Gregg Berger,4
4651,Kevin McCarthy,5
4652,Robyn Lively,3
4653,Dennis Alexio,1
4654,Dennis Chan,3
4655,Michel Qissi,1
4656,John Beckman,1
4657,Kisha Brackel,1
4658,Brooke Bundy,1
4659,Wanda Bursey,1
4660,John Forsythe,3
4661,Elizabeth McGovern,10
4662,James Ray,1
4663,Jenny Agutter,5
4664,Gerrit Graham,8
4665,Christine Elise,2
4666,Colin Friels,6
4667,Larry Drake,2
4668,Amanda Pays,3
4669,Harrison Page,2
4670,Deborah Rennard,1
4671,Lisa Pelikan,3
4672,Julie Warner,3
4673,Adam Bryant,1
4674,Paul Lombardi,1
4675,Lisa Zane,2
4676,Shon Greenblatt,1
4677,Lezlie Deane,1
4678,Loryn Locklin,2
4679,T.J. Lowther,1
4680,Jon Tenney,4
4681,Joey Travolta,2
4682,Eugene Collier,1
4683,Austin O'Brien,2
4684,Jeff Davis,1
4685,Miko Hughes,3
4686,Matt Winston,1
4687,Stephanie Sawyer,1
4688,Rod Steiger,9
4689,Tina Majorino,4
4690,Julie Carmen,4
4691,Sophie Lee,2
4692,Roz Hammond,2
4693,Belinda Jarrett,1
4694,Kirstie Alley,10
4695,Diane Baker,2
4696,Nancy Marchand,1
4697,Stephen Spinella,3
4698,Elle Macpherson,3
4699,Richard Rutowski,1
4700,Tom Davis,1
4701,Mark Williams,1
4702,Jacqueline Kim,1
4703,Melissa Joan Hart,3
4704,Adrian Grenier,4
4705,Stephen Collins,5
4706,Mark Metcalf,2
4707,Veronica Taylor,5
4708,Jay Goede,1
4709,Rachael Lillis,4
4710,Eric Stuart,2
4711,Carroll O'Connor,1
4712,Bruce Payne,5
4713,Lung Ti,1
4714,Felix Wong,1
4715,Colleen Haskell,1
4716,Omar Gooding,1
4717,Tamara LaSeon Bass,1
4718,Natasha Henstridge,7
4719,Tchéky Karyo,8
4720,Max Ryan,3
4721,Dylan Smith,1
4722,Tessa Allen,1
4723,Rebecca Romijn,3
4724,Eriq Ebouaney,3
4725,Nigel Whitmey,2
4726,Robert Jezek,1
4727,Steve Oedekerk,2
4728,Fei Lung,1
4729,Leo Lee,1
4730,Ling-Ling Hsieh,1
4731,Brenda Song,2
4732,Rachel Griffiths,6
4733,Beth Grant,1
4734,Chris Kattan,5
4735,Aunjanue Ellis,4
4736,Leslie Stefanson,1
4737,Jonathan Breck,2
4738,Garikayi Mutambirwa,1
4739,Eric Nenninger,1
4740,Donald Faison,2
4741,Linus Roache,5
4742,Wen Yann Shih,1
4743,Renée Taylor,2
4744,Jeff Harding,1
4745,Roseanne Barr,3
4746,Bobby Block,1
4747,Kevin Hart,7
4748,Enrique Murciano,1
4749,Will Sanderson,2
4750,Sophie Monk,1
4751,Takako Fuji,1
4752,Lewis Black,4
4753,Frankie Muniz,4
4754,Jimmi Simpson,1
4755,Spencer Breslin,3
4756,Gina Bernard Forbes,1
4757,Giovanna Mezzogiorno,1
4758,Joseph Julian Soria,1
4759,David de Vries,1
4760,Rick Forrester,1
4761,Craig S. Harper,1
4762,Adam Rodriguez,1
4763,Brian White,2
4764,Henry Goodman,2
4765,Edward Hibbert,1
4766,Demetri Martin,1
4767,Jill Scott,1
4768,Kaya Scodelario,3
4769,Cosimo Fusco,1
4770,Antonio Mancino,1
4771,Fatma Mohamed,1
4772,Scott Peat,1
4773,Marissa Merrill,1
4774,James C. Burns,1
4775,Corsica Wilson,1
4776,John Rubinstein,3
4777,Sara Chase,1
4778,Joe Cole,1
4779,English Frank,1
4780,Kimberley Nixon,1
4781,Shaun Dooley,1
4782,Christian Serratos,1
4783,Anna Enger Ritch,1
4784,Danny Bage,1
4785,Hannah Bourne,1
4786,Michael Urie,1
4787,Mercedes Mason,1
4788,Josh Cooke,1
4789,Mattie Liptak,1
4790,Ignacio Serricchio,2
4791,Shanyn Leigh,1
4792,Tony Redman,1
4793,Pat Kiernan,1
4794,Peter Facinelli,4
4795,Jaimie Alexander,1
4796,Vincent Gallo,4
4797,Henry Hopper,1
4798,Ryo Kase,2
4799,Schuyler Fisk,5
4800,Ryan McCoy,1
4801,Brett Rosenberg,1
4802,Ashley Bracken,1
4803,Toby Bryant,1
4804,Dave Annable,1
4805,Mena Suvari,7
4806,Amber Jaeger,1
4807,Victor Garber,9
4808,Cristine Rose,2
4809,Shanika Warren-Markland,1
4810,Tamsin Egerton,1
4811,Asun Ortega,1
4812,David Castro,1
4813,Perry D'Marco,1
4814,Maxie Santillan Jr.,1
4815,Adrian G. Griffiths,1
4816,Alan Bagh,1
4817,Whitney Moore,1
4818,Tippi Hedren,2
4819,Janae Caster,1
4820,Adriana Barraza,2
4821,Alfie Boe,1
4822,Norm Lewis,1
4823,Jenny Galloway,1
4824,Matthew J. Munn,1
4825,Nika Futterman,1
4826,Maddie Taylor,1
4827,André Sogliuzzo,1
4828,Robert Stanton,1
4829,James Lafferty,1
4830,Ed Westwick,2
4831,Mike Binder,3
4832,Silvia Colloca,1
4833,Margarita Hall,1
4834,Sianad Gregory,1
4835,Mathew Horne,1
4836,Emil Marwa,1
4837,Lee Ingleby,1
4838,Tim Huck,1
4839,Lex D. Geddings,1
4840,Matt Czuchry,1
4841,Yvette Yates,1
4842,Evan Ross,2
4843,Adrian Paul,3
4844,Amanda Douge,1
4845,Anthony Waller,1
4846,Caroline Couret-Delegue,1
4847,Ji-hyun Jun,2
4848,Allison Miller,1
4849,JJ Feild,3
4850,Thekla Reuten,1
4851,Cristian Solimeno,2
4852,Peter Wingfield,1
4853,Eric Lively,2
4854,Erica Durance,1
4855,Gina Holden,1
4856,Paul Nicholls,2
4857,Diana Hardcastle,1
4858,Jamie Anderson,1
4859,Alice Krige,9
4860,Anne Reid,2
4861,Martin Huber,1
4862,Matthew Chamberlain,1
4863,Nick Fenton,1
4864,Sam Clarke,1
4865,Eli Kent,1
4866,Dick Hagerman,1
4867,Allison Siko,1
4868,Charles Baker,1
4869,Jill Wagner,1
4870,Frank Harper,4
4871,Roland Manookian,2
4872,Paul Mercier,1
4873,Alyson Court,2
4874,Laura Bailey,1
4875,Roger Craig Smith,1
4876,Jolene Blalock,2
4877,Stephen Hogan,1
4878,Serah D'Laine,1
4879,Sandra McCoy,1
4880,Hideaki Itô,1
4881,Masanobu Andô,1
4882,Kôichi Satô,2
4883,Kaori Momoi,2
4884,Javon Johnson,1
4885,Sophi Bairley,1
4886,Bokeem Woodbine,5
4887,Michael Welch,2
4888,Whitney Able,2
4889,David Alexander,2
4890,Clare Clifford,2
4891,Christina Cole,1
